0	1
on	O
the	O
bond	DEF
behavior	DEF
be	O
test	MET
and	O
analyze	MET
the	O
test	MET
result	RES
demonstrate	O
that	O
frp	ELE
lateral	CAU
confinement	DEF
could	O
effectively	RES
restrain	RES
the	O
corrosion	DEF
rate	DEF
of	O
rebar	ELE
and	O
thus	O
significantly	RES
improve	RES
the	O
bond	DEF
performance	DEF
moreover	O
the	O
dual	CAU
action	DEF
of	O
frp	ELE
lateral	CAU
confinement	DEF
and	O
sustain	DEF
load	DEF
could	O
significantly	RES
enhance	RES
the	O
interfacial	CAU
bond	DEF
strength	DEF
and	O
ductility	DEF
due	O
to	O
their	O
great	RES
contribution	RES
to	O
the	O
prevention	RES
of	O
corrosion	DEF
expansion	DEF
however	O
without	RES
frp	ELE
lateral	CAU
confinement	DEF
the	O
interfacial	CAU
bond	DEF
strength	DEF
and	O
ductility	DEF
would	O
be	O
weaken	RES
by	O
sustain	CAU
load	CAU
experiment	MET
result	RES
show	O
that	O
the	O
rebar	ELE
crosspoint	MET
recognition	MET
method	MET
have	O
high	CAU
accuracy	DEF
the	O
detection	DEF
accuracy	DEF
be	O
more	RES
than	RES
and	O
the	O
classification	DEF
accuracy	DEF
be	O
more	RES
than	RES
experiment	MET
in	O
realistic	MET
scenario	CAU
show	O
that	O
the	O
robot	MET
system	MET
can	O
traverse	RES
the	O
rebar	ELE
plane	ELE
and	O
bind	RES
the	O
rebar	ELE
crosspoint	MET
automatically	RES
to	O
reduce	RES
labor	DEF
cost	DEF
in	O
the	O
future	O
the	O
robot	MET
system	MET
will	O
work	O
in	O
curve	CAU
environment	CAU
and	O
have	O
high	RES
detection	DEF
accuracy	DEF
the	O
rebar	ELE
corrosion	DEF
behavior	DEF
in	O
the	O
carbonation	CAU
cure	CAU
concrete	ELE
be	O
examine	O
use	O
natural	MET
ponde	DEF
test	MET
and	O
an	O
accelerate	RES
impressed	CAU
current	CAU
ic	MET
test	MET
independently	O
result	RES
suggest	O
that	O
the	O
ambient	CAU
pressure	CAU
carbonation	DEF
improve	RES
concrete	ELE
resistance	DEF
to	O
the	O
chloride	CAU
induce	CAU
corrosion	DEF
due	O
to	O
the	O
densifie	CAU
carbonate	CAU
rich	CAU
surface	ELE
layer	ELE
in	O
the	O
natural	MET
ponde	DEF
test	MET
lower	RES
macrocell	CAU
current	CAU
and	O
lower	RES
total	CAU
corrosion	DEF
value	DEF
be	O
observe	O
in	O
the	O
carbonation	CAU
cure	CAU
concrete	ELE
during	O
the	O
month	O
wet	CAU
dry	CAU
cyclic	CAU
exposure	CAU
of	O
chloride	CAU
solution	CAU
the	O
chloride	CAU
content	CAU
at	O
the	O
rebar	ELE
location	CAU
in	O
carbonation	CAU
cue	CAU
concrete	ELE
be	O
also	O
the	O
internal	CAU
pressure	DEF
of	O
the	O
rebar	ELE
concrete	ELE
interface	ELE
at	O
various	O
stage	MET
of	O
comprehensive	CAU
concrete	ELE
crack	DEF
be	O
determine	O
with	RES
the	O
aid	O
of	O
the	O
sif	MET
base	MET
crack	DEF
propagation	DEF
criterion	MET
where	O
the	O
key	DEF
parameter	CAU
be	O
evaluate	RES
by	O
weight	MET
function	MET
theory	MET
and	O
finite	MET
element	MET
model	MET
in	O
comprehensive	O
comparison	O
the	O
propose	O
model	MET
accurately	RES
predict	RES
both	RES
stirrup	ELE
confinement	DEF
and	O
failure	DEF
mode	MET
validation	RES
study	O
be	O
perform	O
on	O
experimental	MET
result	RES
with	RES
the	O
integral	MET
absolute	DEF
error	DEF
iae	MET
of	O
for	O
the	O
propose	O
model	MET
which	O
be	O
significantly	RES
lower	RES
than	RES
other	CAU
model	MET
the	O
specimen	ELE
be	O
subsequently	O
subject	O
to	O
monotonic	CAU
tensile	DEF
test	MET
in	O
order	O
to	O
investigate	RES
the	O
influence	RES
of	O
the	O
uniform	CAU
corrosion	DEF
on	O
their	O
constitutive	DEF
relationship	DEF
on	O
the	O
basis	O
of	O
the	O
obtain	RES
response	DEF
decay	DEF
equation	MET
for	O
the	O
main	CAU
mechanical	MET
property	DEF
be	O
develop	RES
finally	O
with	RES
reference	O
to	O
the	O
pit	DEF
corrosion	DEF
the	O
datum	MET
present	O
in	O
literature	O
be	O
collect	O
and	O
statistically	O
analyze	MET
for	O
define	O
in	O
this	O
case	O
also	O
degradation	DEF
equation	MET
suitable	O
to	O
estimate	RES
the	O
variation	DEF
of	O
the	O
steel	ELE
mechanical	MET
property	DEF
the	O
test	MET
be	O
carry	O
out	O
at	O
22°c	O
and	O
50°c	O
the	O
test	MET
result	RES
indicate	O
that	O
in	O
the	O
presence	O
of	O
sulfate	CAU
ion	CAU
and	O
at	O
22°c	O
active	CAU
corrosion	DEF
result	RES
from	O
modification	DEF
of	O
the	O
protective	CAU
passive	CAU
film	ELE
to	O
sulfate	CAU
film	ELE
which	O
be	O
less	RES
protective	DEF
than	RES
that	O
of	O
the	O
original	CAU
iron	ELE
oxide	CAU
film	ELE
moreover	O
the	O
combine	RES
effect	RES
of	O
sulfate	CAU
ion	CAU
and	O
elevate	CAU
temperature	CAU
result	RES
in	O
seven	O
fold	O
increase	RES
in	O
corrosion	DEF
rate	DEF
compare	RES
to	O
that	O
of	O
the	O
well	O
know	O
chloride	CAU
ion	CAU
at	O
normal	CAU
temperature	CAU
the	O
analysis	MET
recommend	O
unify	O
lcf	MET
model	MET
for	O
both	RES
corrode	CAU
and	O
uncorroded	CAU
rebar	ELE
for	O
wide	CAU
range	CAU
of	O
case	CAU
that	O
apply	O
to	O
real	MET
life	MET
design	MET
the	O
result	RES
suggest	O
that	O
the	O
abovementione	O
factor	DEF
play	O
statistically	MET
significant	RES
role	RES
in	O
the	O
prediction	DEF
of	O
lcf	DEF
life	DEF
of	O
corrode	CAU
and	O
uncorroded	CAU
rebar	ELE
future	O
study	O
should	O
focus	O
on	O
the	O
unexplaine	CAU
lab	MET
effect	RES
it	O
be	O
recommend	O
to	O
develop	RES
an	O
international	O
standard	MET
or	O
guideline	MET
for	O
lcf	MET
test	MET
in	O
order	O
to	O
reduce	RES
the	O
lab	MET
effect	RES
the	O
propose	O
four	MET
stage	MET
method	MET
be	O
prove	O
to	O
be	O
useful	O
and	O
effective	RES
technique	MET
for	O
knowledge	MET
discovery	DEF
from	O
di	MET
the	O
result	RES
for	O
thin	CAU
crevice	ELE
indicate	O
general	O
trend	O
of	O
large	RES
potential	DEF
rise	DEF
of	O
around	O
dissolution	DEF
passivation	DEF
mechanism	MET
be	O
propose	O
to	O
occur	RES
inside	O
the	O
crevice	ELE
general	O
pseudo	DEF
passivation	DEF
be	O
conclude	O
to	O
occur	RES
inside	O
the	O
crevice	ELE
that	O
protect	RES
the	O
98zn	CAU
2al	CAU
alloy	CAU
from	O
corrosion	CAU
even	O
though	O
many	O
research	O
study	O
have	O
be	O
carry	O
out	O
on	O
this	O
topic	O
the	O
behavior	DEF
of	O
rc	ELE
element	ELE
with	RES
and	O
without	RES
fiber	ELE
in	O
both	RES
crack	CAU
stage	MET
and	O
aggressive	CAU
environment	CAU
be	O
still	O
not	RES
well	O
understand	O
this	O
article	O
describe	O
an	O
innovative	O
test	MET
procedure	MET
specifically	O
develop	RES
to	O
evaluate	RES
the	O
chloride	CAU
induce	CAU
corrosion	CAU
in	O
rc	ELE
element	ELE
with	RES
and	O
without	RES
fiber	ELE
in	CAU
service	CAU
condition	CAU
under	O
tensile	DEF
stress	CAU
and	O
in	O
the	O
crack	CAU
stage	MET
prismatic	CAU
specimen	ELE
mm	O
with	RES
ø12	CAU
rebar	ELE
call	O
hereafter	O
tension	DEF
tie	ELE
be	O
subject	O
for	O
day	O
both	RES
to	O
tensile	DEF
load	DEF
and	O
to	O
wet	CAU
dry	CAU
cycle	CAU
in	O
water	CAU
solution	CAU
contain	O
of	O
na	CAU
compare	RES
with	RES
the	O
tensile	DEF
behavior	DEF
the	O
fatigue	DEF
behavior	DEF
of	O
corrode	ELE
rebar	ELE
be	O
more	RES
affect	RES
by	O
corrosion	CAU
it	O
be	O
also	O
find	O
that	O
tensile	DEF
and	O
fatigue	DEF
property	DEF
of	O
artificially	CAU
corrode	CAU
rebar	ELE
be	O
less	RES
affect	RES
by	O
corrosion	CAU
than	RES
those	O
of	O
naturally	CAU
corrode	CAU
rebar	ELE
an	O
equivalent	CAU
cross	ELE
sectional	CAU
area	CAU
be	O
establish	O
to	O
quantify	O
the	O
influence	RES
of	O
corrosion	CAU
and	O
the	O
fatigue	DEF
life	DEF
of	O
corrode	ELE
rebar	ELE
under	O
combine	RES
effect	RES
of	O
corrosion	CAU
and	O
stress	DEF
range	CAU
be	O
predict	RES
obtain	O
result	RES
from	O
the	O
simplify	O
numerical	MET
model	MET
demonstrate	O
excellent	O
agreement	RES
with	RES
the	O
experimental	MET
test	MET
make	O
it	O
suitable	RES
for	O
seismic	MET
vulnerability	DEF
analysis	MET
after	RES
validation	RES
the	O
numerical	MET
model	MET
be	O
far	O
adopt	O
to	O
perform	O
non	CAU
linear	MET
static	MET
pushover	MET
analysis	MET
of	O
corrode	CAU
rc	ELE
bridge	ELE
pier	ELE
finally	O
recently	O
develop	O
software	MET
tool	MET
spo2frag	MET
be	O
utilize	O
to	O
carry	O
out	O
seismic	MET
fragility	DEF
analysis	MET
by	O
define	O
three	O
different	CAU
damage	DEF
level	DEF
bond	DEF
strength	DEF
decrease	RES
with	RES
increase	RES
corrosion	DEF
ratio	DEF
and	O
decrease	RES
whereas	O
the	O
residual	DEF
bond	DEF
strength	DEF
remain	RES
no	RES
less	RES
than	RES
that	O
of	O
non	RES
corrode	CAU
rebar	ELE
especially	O
for	O
specimen	ELE
with	RES
small	CAU
bond	DEF
strength	DEF
degradation	DEF
bond	DEF
toughness	DEF
variation	DEF
and	O
bond	DEF
slip	DEF
descend	MET
behavior	DEF
with	RES
corrosion	DEF
ratio	DEF
be	O
correlate	RES
to	O
and	O
fail	DEF
mode	MET
modify	CAU
bond	DEF
strength	DEF
model	MET
consider	O
the	O
couple	DEF
effect	RES
of	O
corrosion	DEF
and	O
be	O
propose	O
and	O
the	O
calculate	MET
strength	DEF
agree	O
well	RES
with	RES
the	O
test	MET
polyol	CAU
corrosion	DEF
inhibitor	CAU
do	O
not	RES
result	RES
in	O
any	O
far	O
deterioration	DEF
in	O
mortar	ELE
property	DEF
when	O
compare	RES
to	O
nacl	CAU
and	O
hence	O
they	O
can	O
be	O
use	O
for	O
mitigate	RES
rebar	ELE
corrosion	DEF
without	RES
compromise	RES
property	DEF
of	O
harden	CAU
cementitious	ELE
material	ELE
besides	O
comprehensive	CAU
analysis	MET
base	O
on	O
scan	MET
electron	MET
microscopy	MET
sem	MET
ray	MET
diffraction	MET
xrd	MET
and	O
fouri	MET
transform	MET
infrare	MET
ftir	MET
spectroscopy	MET
be	O
also	O
perform	O
on	O
sample	ELE
collect	O
from	O
the	O
steel	ELE
mortar	ELE
interface	ELE
of	O
all	O
specimen	ELE
the	O
result	RES
reveal	RES
that	O
the	O
rebar	ELE
embed	RES
in	O
sulfur	CAU
base	CAU
mortar	ELE
underwent	O
less	RES
corrosion	DEF
relate	CAU
deterioration	DEF
compare	RES
to	O
portland	ELE
cement	ELE
mortar	ELE
moreover	O
the	O
inclusion	CAU
of	O
microfiller	ELE
improve	RES
the	O
corrosion	DEF
inhibition	DEF
performance	DEF
of	O
sulfur	ELE
mortar	ELE
furthermore	O
deterioration	DEF
effect	RES
be	O
observe	O
to	O
be	O
lower	RES
due	O
to	O
the	O
multiscale	MET
model	MET
predict	RES
the	O
evolution	DEF
of	O
fracture	DEF
in	O
reinforce	ELE
concrete	ELE
cause	O
by	O
corrosion	DEF
product	DEF
expansion	DEF
in	O
sample	ELE
with	RES
single	CAU
or	O
multiple	CAU
rebar	ELE
non	RES
uniform	CAU
expansion	DEF
of	O
corrosion	DEF
product	DEF
be	O
enforce	RES
here	O
as	O
preset	CAU
incremental	RES
radial	CAU
displacement	DEF
the	O
compute	O
fracture	DEF
pattern	DEF
and	O
the	O
order	CAU
in	O
which	O
various	O
crack	DEF
develop	RES
match	RES
what	O
be	O
see	O
in	O
experiment	MET
the	O
model	MET
robustness	DEF
be	O
test	MET
under	O
different	CAU
stochastic	MET
realization	MET
and	O
discretization	MET
grid	MET
type	CAU
the	O
gauge	MET
factor	DEF
for	O
compressive	DEF
load	CAU
range	CAU
from	O
about	O
to	O
for	O
different	CAU
go	CAU
content	CAU
the	O
resistivity	DEF
variation	DEF
with	RES
the	O
notch	DEF
depth	CAU
in	O
go	CAU
cement	CAU
be	O
much	O
great	RES
than	RES
that	O
in	O
the	O
go	CAU
mortar	CAU
reinforce	ELE
by	O
rebar	ELE
the	O
finding	O
of	O
this	O
work	O
could	O
contribute	O
to	O
far	O
research	O
on	O
the	O
design	MET
of	O
self	CAU
sense	CAU
concrete	ELE
in	O
structural	MET
health	MET
monitor	MET
the	O
result	RES
illustrate	O
that	O
aasc	ELE
show	O
thick	CAU
passive	CAU
film	ELE
with	RES
high	RES
fe2	CAU
fe3	CAU
compare	RES
to	O
opcc	ELE
these	O
two	O
activator	DEF
have	O
similar	RES
effect	RES
on	O
steel	ELE
corrosion	DEF
under	O
the	O
accelerate	RES
co2	CAU
environment	CAU
show	O
the	O
similar	RES
degree	DEF
of	O
corrosion	DEF
after	RES
day	O
of	O
accelerate	RES
carbonation	CAU
this	O
may	O
be	O
attribute	O
to	O
the	O
same	CAU
carbonation	DEF
resistance	DEF
of	O
the	O
aasc	ELE
with	RES
two	O
different	CAU
activator	DEF
in	O
addition	O
aasc	ELE
show	O
worse	RES
corrosion	DEF
resistance	DEF
in	O
comparison	RES
with	RES
opcc	ELE
high	RES
concentration	CAU
of	O
co2	CAU
could	O
accelerate	RES
the	O
corrosion	DEF
rate	DEF
of	O
steel	ELE
rebar	ELE
embed	RES
in	O
aasc	ELE
pullout	DEF
failure	DEF
occur	RES
in	O
most	O
of	O
the	O
specimen	ELE
an	O
analytical	MET
model	MET
of	O
bond	DEF
slip	DEF
characteristic	DEF
be	O
propose	O
accord	O
to	O
the	O
experimental	MET
datum	MET
in	O
which	O
the	O
ascend	MET
branch	MET
be	O
express	O
by	O
the	O
weibull	MET
curve	MET
equation	MET
and	O
the	O
descend	MET
branch	MET
be	O
linearly	RES
simplify	O
the	O
accuracy	DEF
of	O
the	O
propose	O
model	MET
be	O
evidence	O
by	O
the	O
curve	DEF
fitting	DEF
degree	DEF
with	RES
respect	O
to	O
the	O
well	O
know	O
model	MET
and	O
exist	MET
experimental	MET
result	RES
also	O
the	O
reduction	RES
in	O
the	O
resistance	DEF
of	O
the	O
fbe	CAU
coat	CAU
be	O
monitor	O
and	O
stage	MET
degradation	DEF
process	MET
and	O
corrosion	DEF
initiation	DEF
process	MET
be	O
identify	O
and	O
discuss	O
use	O
sem	MET
edax	MET
and	O
statistical	MET
analysis	MET
of	O
the	O
change	RES
in	O
the	O
polarization	MET
resistance	DEF
of	O
steel	ELE
from	O
repeat	CAU
eis	MET
test	MET
nyquist	MET
bode	MET
plot	MET
then	O
new	O
method	MET
that	O
use	O
the	O
property	DEF
of	O
epoxy	CAU
coat	CAU
steel	ELE
coat	CAU
interface	ELE
and	O
concrete	ELE
cover	ELE
to	O
estimate	RES
the	O
service	DEF
life	DEF
of	O
reinforce	ELE
concrete	ELE
system	ELE
with	RES
fbe	ELE
coat	CAU
rebar	ELE
be	O
demonstrate	O
modification	O
to	O
the	O
exist	O
specification	MET
to	O
achieve	RES
target	MET
service	DEF
life	DEF
be	O
also	O
propose	O
the	O
probabilistic	MET
bond	DEF
strength	DEF
be	O
predict	RES
by	O
the	O
monte	MET
carlo	MET
method	MET
incorporate	O
the	O
uncertainty	DEF
of	O
the	O
cross	ELE
sectional	CAU
area	CAU
of	O
rebar	ELE
and	O
the	O
concrete	ELE
strength	DEF
it	O
be	O
indicate	O
that	O
the	O
failure	DEF
probability	DEF
can	O
be	O
decrease	RES
by	O
decrease	RES
mass	DEF
loss	DEF
rate	DEF
and	O
increase	RES
concrete	ELE
strength	DEF
however	O
the	O
energy	DEF
absorption	DEF
capacity	DEF
of	O
the	O
heavily	RES
deteriorate	CAU
speciman	ELE
see	O
reduction	RES
post	CAU
peak	CAU
stress	DEF
soften	DEF
of	O
the	O
diagonal	CAU
arch	ELE
strut	ELE
successfully	O
simulate	RES
the	O
embrittlement	DEF
and	O
decrease	RES
in	O
deformation	DEF
capacity	DEF
of	O
the	O
most	O
heavily	RES
deteriorate	RES
condition	CAU
corrosion	DEF
of	O
the	O
longitudinal	CAU
and	O
transverse	CAU
reinforcement	ELE
in	O
the	O
beam	ELE
column	ELE
joint	ELE
be	O
find	O
to	O
decrease	RES
the	O
load	DEF
and	O
deformation	DEF
capacity	DEF
by	O
some	O
and	O
the	O
energy	DEF
absorption	DEF
by	O
after	RES
year	O
of	O
rebar	ELE
corrosion	CAU
the	O
mode	MET
of	O
failure	DEF
for	O
all	O
the	O
specimen	ELE
be	O
the	O
crush	DEF
of	O
the	O
diagonal	CAU
concrete	ELE
arch	ELE
strut	ELE
in	O
the	O
beam	ELE
column	ELE
the	O
process	MET
of	O
the	O
uplift	DEF
of	O
the	O
concrete	ELE
cover	ELE
be	O
record	O
the	O
crack	DEF
open	DEF
displacement	DEF
from	O
the	O
delamination	DEF
crack	DEF
be	O
quantitatively	O
analyze	MET
through	O
dic	MET
furthermore	O
the	O
new	O
test	MET
result	RES
have	O
be	O
use	O
to	O
validate	RES
previously	O
propose	O
cover	ELE
delamination	DEF
model	MET
h2s	CAU
and	O
biogenic	CAU
sulfuric	CAU
acid	CAU
do	O
not	RES
directly	O
participate	O
in	O
the	O
product	DEF
formation	DEF
of	O
steel	ELE
partly	RES
cover	CAU
by	O
concrete	ELE
or	O
directly	O
expose	CAU
to	O
sewer	CAU
atmosphere	CAU
instead	O
chloride	CAU
ion	CAU
play	O
an	O
important	O
role	O
in	O
initiate	RES
steel	ELE
corrosion	DEF
in	O
sewer	ELE
support	O
by	O
thin	CAU
chloride	CAU
enrich	CAU
layer	ELE
at	O
the	O
steel	ELE
rust	CAU
interface	ELE
away	O
from	O
the	O
chloride	CAU
enrich	CAU
layer	ELE
iron	CAU
oxide	CAU
accumulate	RES
on	O
both	RES
side	CAU
of	O
the	O
mill	MET
scale	MET
to	O
form	O
corrosion	DEF
layer	ELE
and	O
corrosion	DEF
fill	CAU
paste	ELE
respectively	O
the	O
corrosion	DEF
layer	ELE
around	O
rebar	ELE
circumference	ELE
be	O
non	RES
uniform	RES
and	O
the	O
rust	DEF
thickness	CAU
with	RES
respect	O
to	O
carbon	CAU
and	O
ss	CAU
shear	DEF
reinforcement	ELE
configuration	DEF
and	O
cfrp	ELE
sheet	ELE
wrap	CAU
scheme	MET
experimental	MET
result	RES
demonstrate	O
that	O
carbon	CAU
steel	ELE
cs	CAU
reinforcement	ELE
can	O
be	O
replace	RES
with	RES
an	O
ss	CAU
reinforcement	ELE
to	O
reduce	RES
future	O
repair	DEF
cost	DEF
since	O
there	O
be	O
no	RES
significant	RES
difference	DEF
in	O
the	O
flexural	DEF
behaviour	DEF
of	O
beam	ELE
reinforce	ELE
with	RES
cs	CAU
and	O
ss	CAU
rebar	ELE
the	O
effectiveness	DEF
of	O
cfrp	ELE
sheet	ELE
wrap	CAU
scheme	MET
on	O
the	O
flexural	DEF
performance	DEF
of	O
ss	ELE
rc	ELE
beam	ELE
be	O
approximately	O
identical	RES
to	O
that	O
of	O
cs	ELE
rc	ELE
beam	ELE
in	O
addition	O
the	O
present	O
paper	O
discuss	O
the	O
serviceability	DEF
and	O
ultimate	DEF
limit	DEF
state	MET
of	O
rc	ELE
beam	ELE
retrofit	CAU
with	RES
ss	CAU
rebar	ELE
and	O
cfrp	ELE
sheet	ELE
base	O
different	CAU
variable	CAU
be	O
consider	O
include	O
the	O
corrosion	DEF
degree	DEF
yield	DEF
strength	DEF
ratio	DEF
and	O
corrosion	DEF
of	O
non	CAU
prestresse	CAU
rebar	ELE
it	O
be	O
find	O
that	O
corrosion	DEF
of	O
prestresse	CAU
tendon	ELE
lead	O
to	O
deteriorate	RES
flexural	DEF
bear	DEF
capacity	DEF
of	O
beam	ELE
the	O
crack	DEF
load	DEF
yield	DEF
load	DEF
and	O
ultimate	DEF
load	DEF
all	O
decrease	RES
with	RES
the	O
corrosion	DEF
degree	DEF
thereafter	O
theoretical	MET
approach	O
base	O
on	O
the	O
stress	DEF
strain	DEF
model	MET
of	O
corrode	CAU
steel	ELE
tendon	ELE
be	O
propose	O
to	O
predict	RES
of	O
flexural	DEF
behavior	DEF
of	O
corrode	CAU
prestresse	CAU
concrete	ELE
beam	ELE
good	RES
agreement	RES
with	RES
experimental	MET
result	RES
of	O
current	O
study	O
and	O
from	O
literature	O
be	O
observe	O
numerical	MET
analysis	MET
result	RES
show	O
that	O
the	O
stress	DEF
generate	RES
under	O
tensile	DEF
and	O
compressive	DEF
load	CAU
be	O
and	O
high	RES
for	O
grp	ELE
rebar	ELE
when	O
compare	RES
to	O
steel	ELE
but	O
within	RES
the	O
safe	CAU
limit	CAU
similarly	O
deformation	DEF
under	O
tensile	DEF
and	O
compressive	DEF
load	CAU
for	O
grp	ELE
rebar	ELE
be	O
and	O
high	RES
compare	RES
to	O
steel	ELE
respectively	O
however	O
load	DEF
carry	DEF
capacity	DEF
of	O
grp	ELE
rebar	ELE
of	O
grp	ELE
rebar	ELE
be	O
the	O
almost	O
same	CAU
as	O
steel	ELE
since	O
both	RES
the	O
material	ELE
show	O
no	RES
sign	DEF
of	O
damage	DEF
under	O
kn	O
thus	O
grp	ELE
rebar	ELE
could	O
be	O
use	O
as	O
replacement	DEF
material	ELE
instead	O
of	O
in	O
this	O
study	O
ray	MET
microcompute	MET
tomography	MET
ray	MET
μct	MET
new	O
type	CAU
of	O
non	MET
destructive	MET
test	MET
method	MET
be	O
adopt	O
to	O
scan	MET
the	O
inside	CAU
of	O
the	O
corrode	CAU
specimen	ELE
and	O
perform	O
three	MET
dimensional	MET
reconstruction	MET
enable	O
complete	O
understand	O
of	O
corrosion	DEF
development	DEF
this	O
paper	O
also	O
present	O
thorough	O
research	O
analysis	MET
that	O
focus	O
on	O
the	O
effect	RES
of	O
variation	DEF
in	O
corrosion	DEF
rate	DEF
as	O
well	O
as	O
the	O
thickness	CAU
of	O
the	O
concrete	ELE
cover	ELE
and	O
frp	ELE
layer	ELE
on	O
the	O
distribution	DEF
of	O
rust	DEF
product	DEF
and	O
the	O
volume	CAU
change	DEF
of	O
rust	DEF
product	DEF
on	O
the	O
bond	DEF
interface	ELE
test	MET
result	RES
indicate	O
that	O
the	O
distribution	DEF
of	O
corrosion	DEF
product	DEF
in	O
2d	MET
3d	MET
be	O
finally	O
to	O
restore	RES
the	O
integrity	DEF
of	O
these	O
structure	ELE
composite	ELE
material	ELE
such	O
as	O
carbon	CAU
fiber	ELE
reinforce	ELE
plastic	ELE
cfrp	ELE
layer	ELE
be	O
model	MET
the	O
enhancement	RES
of	O
the	O
bear	DEF
capacity	DEF
of	O
the	O
damage	CAU
structure	ELE
compare	RES
to	O
the	O
undamaged	CAU
structure	ELE
be	O
evaluate	RES
in	O
the	O
pre	CAU
and	O
post	CAU
crack	CAU
regime	CAU
the	O
main	CAU
conclusion	O
draw	O
from	O
the	O
numerical	MET
result	RES
be	O
that	O
the	O
cfrp	ELE
reinforcement	ELE
be	O
very	O
effective	RES
for	O
improve	RES
the	O
integrity	DEF
of	O
rc	ELE
cool	ELE
tower	ELE
shell	ELE
even	O
when	O
the	O
latter	O
present	O
an	O
advance	RES
corrosion	DEF
rate	DEF
far	O
study	O
be	O
therefore	O
need	O
to	O
develop	RES
suitable	O
standard	MET
that	O
will	O
focus	O
on	O
address	O
not	RES
only	RES
the	O
content	O
but	O
also	O
the	O
technical	O
advantage	DEF
of	O
ssr	CAU
for	O
structural	MET
engineering	MET
under	O
specific	CAU
condition	CAU
the	O
result	RES
of	O
this	O
study	O
show	O
improvement	RES
in	O
the	O
maximum	CAU
bond	DEF
strength	DEF
behaviour	DEF
of	O
different	CAU
ssr	CAU
in	O
simulate	RES
marine	CAU
environment	CAU
in	O
comparison	RES
with	RES
b500sd	CAU
in	O
term	O
of	O
several	O
variable	O
bond	DEF
index	DEF
cure	DEF
time	CAU
ratio	DEF
and	O
corrosion	DEF
specifically	O
the	O
test	MET
result	RES
show	O
that	O
the	O
bond	DEF
index	DEF
be	O
not	RES
suitable	O
parameter	CAU
for	O
the	O
evaluation	DEF
of	O
the	O
bond	DEF
strength	DEF
of	O
ssr	CAU
the	O
cure	CAU
time	CAU
increase	RES
the	O
bond	DEF
strength	DEF
of	O
lea	ELE
the	O
prediction	DEF
from	O
the	O
develop	RES
model	MET
manifest	RES
reliable	O
agreement	RES
to	O
the	O
experimental	MET
result	RES
in	O
comparison	O
the	O
develop	RES
dnn	MET
and	O
hybrid	MET
anfis	MET
ga	MET
algorithm	MET
outperform	RES
mpmr	MET
the	O
rmse	MET
and	O
r2	MET
be	O
and	O
and	O
and	O
and	O
for	O
the	O
anfis	MET
ga	MET
dnn	MET
and	O
mpmr	MET
respectively	O
the	O
dnn	MET
and	O
anfis	MET
ga	MET
be	O
also	O
compare	RES
with	RES
the	O
previous	O
approach	O
develop	RES
in	O
the	O
literature	O
the	O
superior	RES
performance	DEF
of	O
dnn	MET
three	O
of	O
they	O
be	O
synthetic	ELE
fiber	ELE
which	O
include	O
glass	ELE
fiber	ELE
nylon	ELE
fiber	ELE
and	O
polypropylene	ELE
fiber	ELE
whereas	O
jute	ELE
be	O
use	O
as	O
natural	CAU
fiber	ELE
the	O
result	RES
show	O
hand	MET
lay	MET
up	MET
technique	MET
of	O
frp	ELE
give	O
resemble	O
the	O
result	RES
of	O
the	O
pultrusion	MET
process	MET
the	O
tensile	DEF
strength	DEF
and	O
the	O
elasticity	DEF
modulu	DEF
increase	RES
by	O
increase	RES
the	O
vf	DEF
regardless	RES
of	O
the	O
type	CAU
of	O
fiber	ELE
the	O
sample	ELE
gfrp	ELE
pfrp	ELE
p2	ELE
nfrp	ELE
n2	ELE
and	O
jfrp	ELE
j3	ELE
show	O
the	O
high	RES
tensile	DEF
strength	DEF
of	O
mpa	O
the	O
corrosion	DEF
property	DEF
of	O
fabricate	CAU
concrete	ELE
immerse	CAU
into	O
simulate	RES
seawater	CAU
for	O
different	CAU
time	CAU
be	O
study	O
the	O
result	RES
show	O
that	O
the	O
superhydrophobic	MET
concrete	ELE
possess	O
well	RES
corrosion	DEF
resistance	DEF
to	O
internal	CAU
rebar	ELE
than	RES
ordinary	CAU
concrete	ELE
the	O
compressive	DEF
and	O
flexural	DEF
strength	DEF
of	O
sample	ELE
with	RES
different	CAU
cure	CAU
age	CAU
be	O
study	O
this	O
eco	MET
friendly	MET
green	MET
method	MET
for	O
fabricate	CAU
superhydrophobic	MET
concrete	ELE
with	RES
corrosion	DEF
resistance	DEF
may	O
have	O
good	RES
application	O
prospect	DEF
in	O
coastal	CAU
engineering	MET
the	O
numerical	MET
model	MET
for	O
rc	ELE
bridge	ELE
pier	ELE
be	O
validate	RES
use	O
the	O
experimental	MET
study	O
available	O
in	O
the	O
literature	O
the	O
structural	MET
behavior	DEF
obtain	RES
in	O
the	O
numerical	MET
analysis	MET
lateral	CAU
load	DEF
resistance	DEF
capacity	DEF
crack	DEF
length	CAU
and	O
crack	DEF
pattern	DEF
be	O
in	O
good	RES
agreement	RES
with	RES
the	O
experimental	MET
study	O
the	O
analysis	MET
result	RES
demonstrate	O
that	O
rebar	ELE
corrosion	DEF
significantly	RES
deteriorate	RES
the	O
structural	MET
performance	DEF
load	DEF
resistance	DEF
capacity	DEF
displacement	DEF
capacity	DEF
etc	O
of	O
corrode	CAU
rc	ELE
bridge	ELE
pier	ELE
the	O
finding	O
of	O
this	O
study	O
will	O
